"lang" 
{ 
	"Language" "czech" 
	"Tokens" 
	{
		"Citadel_Dashboard_BuildVersion"	"Build {d:buildNumber} – {s:buildTime}"

		"guide_the_map_header"						"Přehled"
		"guide_the_map_desc"						"Najeď myší na jednotlivé části mapy, aby ses dozvěděl, co tam na tebe čeká."

		"guide_the_map_lanes_header"				"Linky"
		"guide_the_map_lanes_desc"					"Na mapě se nachází čtyři linky a skrze každou vede nadzemní dráha, kterou mohou hráči využít pro rychlejší přesun."

		"guide_the_map_guardians_header"			"Strážci"
		"guide_the_map_guardians_desc"				"Strážci jsou první obrannou linií každé linky. Jejich útoky jsou však poměrně silné, a tak je moudré na ně útočit společně s pěšáky tvého týmu."

		"guide_the_map_walkers_header"				"Chodci"
		"guide_the_map_walkers_desc"				"Chodci čekají na linkách blíže k základně svého týmu a disponují arzenálem defenzivních pohybů."

		"guide_the_map_troopers_header"				"Pěšáci"
		"guide_the_map_troopers_desc"				"Pěšáci jsou v pravidelných intervalech vytvářeni v základně, aby se následně vydávali na linky a bojovali se všemi nepřáteli, na které narazí."

		"guide_the_map_core_header"					"Patroni"
		"guide_the_map_core_desc"					"V zadní části základny obou týmů se ukrývá patron. Zničením nepřátelského patrona si tým zajistí vítězství."

		"guide_the_map_core_alt_header"				"Základny"
		"guide_the_map_core_alt_desc"				"Tvým cílem je dopracovat se k nepřátelské základně, zničit její obranu a odhalit patrona. Jakmile padne nepřátelský patron, zvítězíš!"

		"guide_the_map_midboss_header"				"Hlídač chrámu"
		"guide_the_map_midboss_desc"				"Uprostřed mapy čeká silný neutrální boss. Členové týmu, který ho zabije, po svém dalším úmrtí oživnou rychleji než normálně."

		"guide_upgrades_last_hit_header"			"Duše"
		"guide_upgrades_last_hit_desc"				"Duše lze získat zabíjením pěšáků a nepřátelských hráčů. Dalším zdrojem jsou pak neutrálové nacházející se na mapě.<br><br>Získané duše jsou sdíleny mezi všemi spojenci poblíž."

		"guide_upgrades_yellow_orbs_header"			"Zajišťování duší"
		"guide_upgrades_yellow_orbs_desc"			"Když jednotce zasadíš smrtící ránu, objeví se zelený orb ukrývající duše navíc.<br><br>Tyto duše pro sebe zajistíš buď tím, že sestřelíš příslušný zelený orb, nebo tento orb necháš odletět."

		"guide_upgrades_deny_header"				"Kradení duší"
		"guide_upgrades_deny_desc"					"Když jednotce zasadí smrtící ránu nepřítel, objeví se oranžový orb. Nepřítel z něj pak může duše získat stejně jako ty – tím, že orb sestřelí, nebo ho nechá odletět.<br><br>Když ale oranžový orb sestřelíš dřív, duše ukradneš."

		"guide_upgrades_killing_guardians_header"	"Body schopností"
		"guide_upgrades_killing_guardians_desc"		"Zničením nepřátelské struktury získá celý tvůj tým body schopností (BS).<br><br>Když pak podržíš <span class='keybind'>[TAB]</span>, pomocí těchto bodů můžeš vylepšit své schopnosti."

		"guide_upgrades_going_home_header"			"Obchody"
		"guide_upgrades_going_home_desc"			"Až nasbíráš dostatek duší, můžeš se vrátit na základnu, aby ses vyléčil a za duše si nakoupil předměty, které vylepší tvé statistiky nebo ti propůjčí dodatečné schopnosti.<br><br>Jeden obchod se nachází také vedle každého strážce, ale jakmile tento strážce padne, obchod se zavře."

		"guide_upgrades_upgrade_abilities_header"	"Vylepšování schopností"
		"guide_upgrades_upgrade_abilities_desc"		"Výměnou za body schopností můžeš vylepšovat své schopnosti.<br><br>Každá schopnost má tři úrovně vylepšení."

		"guide_upgrades_buy_mods_header"			"Nakupování předmětů"
		"guide_upgrades_buy_mods_desc"				"Předměty upravují všemožné statistiky, od počtu nábojů přes poškození úderů až po regeneraci zdraví. Pokud některý předmět navyšuje „spirituální sílu“, znamená to, že po zakoupení vylepší účinnost tvých schopností.<br><br>Každý hrdina profituje z jiných předmětů, takže pokud si nevíš rady, podívej se do záložky „Doporučené předměty“."

		"guide_neutrals_header"						"Neutrálové"
		"guide_neutrals_desc"						"Na mapě se nachází celá řada neutrálních tvorů. Zabij je a získáš z nich duše.<br><br>Po určitém čase se také uprostřed mapy objeví mocné stvoření, jehož likvidace zajistí výhodu celému tvému týmu."

		"guide_movement_jump_header"				"Skákání"
		"guide_movement_jump_desc"					"Stiskem <span class='keybind'>[ {s:in_mantle} ]</span> vyskočíš."

		"guide_movement_crouch_header"				"Přikrčení"
		"guide_movement_crouch_desc"				"Stiskem <span class='keybind'>[ {s:key_duck} ]</span> se přikrčíš."

		"guide_movement_slide_header"				"Skluz"
		"guide_movement_slide_desc"					"Když podržíš <span class='keybind'>[ {s:key_duck} ]</span>, zatímco sprintuješ nebo sbíháš dolů po šikmé ploše, sklouzneš se."

		"guide_movement_dodge_header"				"Výpad"
		"guide_movement_dodge_desc"					"Stiskem <span class='keybind'>[ {s:key_innate_1} ]</span> provedeš výpad tím směrem, kterým se pohybuješ.<br><br>Každý výpad spotřebuje část výdrže."

		"guide_movement_zipline_header"				"Ježdění po dráze"
		"guide_movement_zipline_desc"				"Podržením <span class='keybind'>[ {s:in_mantle} ]</span> naskočíš na dráhu.<br><br>Seskočit pak můžeš stiskem <span class='keybind'>[ {s:in_mantle} ]</span>."

		"guide_movement_mantle_header"				"Šplhání"
		"guide_movement_mantle_desc"				"Když podržíš <span class='keybind'>[ {s:in_mantle} ]</span>, zatímco jsi poblíž vyvýšeného okraje, na tento okraj vyšplháš."

		"guide_movement_double_jump_header"			"Dvojitý skok"
		"guide_movement_double_jump_desc"			"Stiskem <span class='keybind'>[ {s:in_mantle} ]</span> v maximální výšce skoku provedeš dvojitý skok.<br><br>Speciální pohyby jako dvojitý skok spotřebovávají výdrž, jejíž ukazatel se nachází vedle zaměřovače."

		"guide_movement_airdash_header"				"Vzdušný výpad"
		"guide_movement_airdash_desc"				"Výpad můžeš provést i ve vzduchu – od toho se mu pak říká „vzdušný výpad“.<br><br>Každý vzdušný výpad spotřebuje část výdrže."

		"guide_movement_dodge_jump_header"			"Vymrštění"
		"guide_movement_dodge_jump_desc"			"Zkombinováním výpadu a dobře načasovaného skoku můžeš provést takzvané vymrštění.<br><br>Každé vymrštění spotřebuje část výdrže."

		"guide_basics_shoot_header"					"Střílení"
		"guide_basics_shoot_desc"					"Stiskem <span class='keybind'>[ {s:iv_attack} ]</span> vystřelíš.<br><br>Poškození zbraně klesá se vzdáleností, kterou střela urazí."

		"guide_basics_aim_header"					"Míření"
		"guide_basics_aim_desc"						"Podržením <span class='keybind'>[ {s:iv_attack2} ]</span> přiblížíš pohled pro lepší zamíření."

		"guide_basics_melee_header"					"Rozdávání úderů"
		"guide_basics_melee_desc"					"Stiskem <span class='keybind'>[ {s:key_weapon_1} ]</span> provedeš rychlý útok na blízko, neboli slabý úder. Podržením <span class='keybind'>[ {s:key_weapon_1} ]</span> pak provedeš nabitý útok na blízko, neboli silný úder."

		"guide_basics_reload_header"				"Přebíjení"
		"guide_basics_reload_desc"					"Stiskem <span class='keybind'>[ {s:key_reload} ]</span> přebiješ svoji zbraň. Určité akce, například údery, přebíjení pozastaví."

		"guide_advanced_parry_header"				"Vykrytí"
		"guide_advanced_parry_desc"					"Stiskem <span class='keybind'>[ {s:key_parry} ]</span> vykryješ úder nepřítele.<br><br>Nepřítele tím omráčíš a zajistíš, že bude dostávat vyšší poškození od úderů."

		"guide_basics_abilities_header"				"Sesílání schopností"
		"guide_basics_abilities_desc"				"Stiskem <span class='keybind'>[ {s:in_ability1} ]</span>, <span class='keybind'>[ {s:in_ability2} ]</span>, <span class='keybind'>[ {s:in_ability3} ]</span> nebo <span class='keybind'>[ {s:in_ability4} ]</span> sešleš příslušnou schopnost svého hrdiny."

		"guide_back_to_dashboard"					"Zpět do hlavní nabídky"

		//-----------------------------------------------------------------------------
		// END Get Started
		//-----------------------------------------------------------------------------


		"citadel_spectator_voice_mode_0"	"Hráčův hlas: zapnutý"
		"citadel_spectator_voice_mode_1"	"Hráčův hlas: vypnutý"
		"hud_free_cursor_mode_0"				"Zpřístupnit kurzor"
		"hud_free_cursor_mode_1"				"Povolit ovládání kamery"
		"hud_prev_player"					"Předchozí hráč"
		"hud_next_player"					"Následující hráč"
		"hud_spectating"					"Sleduješ hráče"
		"hud_change_camera"					"Změnit kameru"
		"hud_spectate_next_prev"			"Násl. / Předch."
		"hud_spectate_fly_down"				"Vyletět výš"
		"hud_spectate_fly_up"				"Sletět níž"
		"hud_spectate_change_team"			"Změnit tým"
		"hud_spectate_count"				"{d:spectatorCount} diváků"

		"kill_hype_KillStreak"	"{i:kills}× série zabití"
		"kill_hype_FirstBlood"	"První krev"

		"team_msg_Idol_Desc"	"Urna duší"
		
		//"team_msg_Winner_SubText"	"The Patrons favor you"
		"Citadel_GameOver_Victory"	"Vítězství"
		"Citadel_GameOver_Defeat"	"Porážka"


		"Citadel_LaneColorPurple"						"Fialová"
		"Citadel_LaneColorBlue"							"Modrá"
		"Citadel_LaneColorYellow"						"Žlutá"
		"Citadel_LaneColorOrange"						"Oranžová"
		"Citadel_TeamMsg_EnemyBossKilledTitle"			"{s:lane_color} linka – nepřátelská struktura {i:boss_tier}. úrovně"
		"Citadel_TeamMsg_BossKilledTitle"				"{s:lane_color} linka – spojenecká struktura {i:boss_tier}. úrovně"
		"Citadel_TeamMsg_BossKilledMessage"				"ZNIČEN"
		"Citadel_TeamMsg_EnemyTitanKilledTitle"			"Nepřátelský patron"
		"Citadel_TeamMsg_TitanKilledTitle"				"Tvůj patron"


		"Citadel_FlexSlot_Title"						"Odemčení flexibilního slotu"
		"Citadel_FlexSlotUnlockedAllTier1"				"Byl ti odemčen flexibilní slot, protože byli zničeni všichni "
		"Citadel_FlexSlotUnlockedLane"					"Byl ti odemčen flexibilní slot, protože na lince byl zničen "
		"Citadel_FlexSlotUnlockedGenerator"				"Byl ti odemčen flexibilní slot, protože byl zničen první "
		//"Citadel_FlexSlotUnlockedTier3"				"You've unlocked a flex slot for killing the "
		"Citadel_FlexSlotUnlockedAllTier2"				"Byl ti odemčen flexibilní slot, protože byli zničeni všichni "

		"team_msg_TitanDefeated_Title"		"Patron byl zničen"
		"team_msg_YourTitanDefeated_Desc"	"Tvůj patron byl zničen"
		"team_msg_TheirTitanDefeated_Desc"	"Tvůj tým zničil nepřátelského patrona"
		"team_msg_TitanDefeated_Desc"		"Patron byl zničen"

		"citadel_survey_fun_hero"							"Jak zábavný ti přišel hrdina, za kterého jsi hrál?"
		//"citadel_survey_least_fun_hero_to_play_against"		"Which hero was the least fun to play against?"
		"citadel_survey_match_fun"							"Jak zábavný ti přišel tento zápas?"

		//"ability_upgrade_description"		"You have unlocked a tier {s:upgradeTier} ability upgrade. Choose an upgrade from the list below."
		//"ability_upgrade_extra_info"		"Ability upgrades are unlocked whenever you purchase two upgrades in any mod tier (Weapon, Armor, Tech or Utility)."
		//"ability_upgrade_description_open_shop"		"Tier {s:upgradeTier} upgrades"


		"menu_play"									"Hrát"
		"menu_play_normal"							"Hrát Deadlock"
		"menu_play_normal_count"					"{s:mm_unranked_count} ve vyhledávání"
		"menu_play_allmodes_count"					"{s:queued_users} ve vyhledávání"
		"menu_ready_up"								"Připravit se"
		"menu_clear_ready_up"						"Zrušit připravenost"
		"menu_roster_detail2"						"Upravit soupisku"
		"menu_roster_edit"							"Upravit"
		"menu_leave_queue"							"Zrušit vyhledávání"
		"menu_clear_party_mode"						"Změnit mód"
		"menu_leave_testing"						"Ukončit zkoušení"
		"menu_resume"								"Pokračovat"
		"menu_abandon"								"Opustit zápas"
		"menu_leave"								"Odejít ze zápasu"
		"menu_leave_spectate"						"Ukončit sledování"
		"menu_rejoin"								"Připojit zpět"
		"menu_watch"								"Sledovat"
		"menu_heroes"								"Hrdinové"
		"menu_submit_feedback"						"Odeslat zpětnou vazbu"
		"menu_control_zoo"							"Vývojářské zkoušení"
		"menu_getstarted"							"Úvod do hry"
		"menu_bot_practice"							"Soukromý zápas s boty"
		"menu_learn"								"Tutoriály"
		"menu_resources"							"Zdroje"
		"menu_training"								"Trénink"
		"menu_browseshop"							"Všechny předměty"
		"menu_social"								"Skupina"
		"Citadel_Exit_Game_Confirm"					"Opravdu chceš ukončit hru Deadlock?"
		"menu_exit"									"Ukončit hru"
		"Citadel_Confirm_Discord"					"Jsi připravený vytvořit pozvánku na Discord? Tato pozvánka bude platná pouze 2 hodiny a nebudeš ji moci vytvořit znovu."
		"Citadel_Confirm_Discord_Create"			"Vytvořit pozvánku"
		"Citadel_Confirm_Discord_Created_Body"		"Pozvánku na Discord jsi už vytvořil a nemůžeš vytvořit další."
		"Citadel_Confirm_Discord_Created_Title"		"Nepodařilo se vytvořit pozvánku"
		"Citadel_Confirm_Discord_InMatch_Title"		"Nelze použít"
		"Citadel_Confirm_Discord_InMatch_Body"		"Pozvánku na Discord nemůžeš použít, zatímco se nacházíš ve skupině nebo ve vyhledávání zápasu."
		"Citadel_Dashboard_Recommended"				"Doporučeno"

		"menu_exit_db_page"							"Zpět"
		"menu_settings"								"Nastavení"
		"menu_profile"								"Profil"
		"menu_sandbox"								"Zkoušení hrdiny"
		"menu_hero_grid"							"Hrdinové"
		"menu_book_library"							"Knihovna"
		"menu_hero_training"						"Trénink s hrdinou"
		"menu_bots_1v1"								"Zápas s boty (1 na 1)"
		"menu_bots"									"Zápas s boty"
		"menu_hero_testing"							"Zkoušení hrdiny"
		"menu_bots_guided"							"S nápovědou"
		"menu_bots_easy"							"Nízká obtížnost"
		"menu_bots_hard"							"Vysoká obtížnost"
		"menu_bots_medium"							"Střední obtížnost"
		"citadel_bot_name"							"Bot"
		"menu_watch_live_games"						"{d:live_matches} v zápase"
		"menu_botmatchmaking"						"Veřejný zápas s boty"
		"menu_botmatchmaking_count"					"{s:mm_coopbot_count} ve vyhledávání"
		"menu_changehero"							"Změnit hrdinu"

		"menu_bots_lane_training"					"Trénink na lince"
		"menu_play_sandbox_desc"					"Volně si vyzkoušej pohyby, schopnosti a buildy hrdiny."
		"menu_play_lane_training_desc"				"Nauč se fungování a průběh rané fáze zápasu."
		"menu_play_bots_easy_desc"					"Zahraj si standardní zápas proti botům. Dostupné pro sólisty i skupiny."
		"menu_play_bots_hard_desc"					"Zahraj si obtížný zápas proti botům. Dostupné pro sólisty i skupiny."
		"menu_play_get_started_time_est"			"4 minut"
		"menu_play_sandbox_time_est"				"5 minut"
		"menu_play_lane_training_time_est"			"8 minut"
		"menu_play_lane_training"					"Trénink na lince"
		"menu_play_unavailable_in_queue"			"Nedostupné, zatímco vyhledáváš zápas"
		"menu_play_get_started_desc"				"Získej základní informace o cílech a ovládání hry."
		"menu_play_botmatchmaking_desc"				"Zahaj vyhledávání dalších hráčů, se kterými se postavíš botům."
		"menu_play_browse_shop_desc"				"Prohlédni si všechny předměty dostupné v obchodu!"
		//"menu_play_learn_to_play_desc"				"Watch the tutorial then follow it up with some hero sandbox and lane training."
		"menu_play_matchmaking"						"Zahaj vyhledávání standardního online zápasu proti ostatním hráčům."
		"menu_learn_incomplete"						"Nedokončen"
		"menu_learn_completed"						"Dokončen"

		"item_info_abilities"						"Schopnosti"
		"item_info_flex_slots"						"FLEXIBILNÍ SLOTY"
		"item_info_active"							"Aktivní"
		"item_info_new"								"NOVÝ"
		"item_info_sell"							"Prodat"
		"item_info_no_shop"							"Poblíž není obchod"
		"item_info_cant_afford"						"Předmět si nemůžeš dovolit"
		"item_info_actives_full"					"AKTIVNÍ SLOTY JSOU PLNÉ"

		"AbandonMatchPrompt_Title"					"Opustit tento zápas?"
		"AbandonMatchPrompt_Text"					"Do tohoto zápasu se nebudeš moci připojit zpět, tvůj tým bude muset dohrát v oslabení a na tebe bude uvalena penalizace vyhledávání zápasů."
		"AbandonMatchPrompt_Confirm"				"Opustit"
		"AbandonMatchPrompt_Cancel"					"Zůstat"

		"LeaveMatchPrompt_Title"					"Odejít z tohoto zápasu?"
		"LeaveMatchPrompt_Text"						"Jakmile odejdeš, do tohoto zápasu se nebudeš moci připojit zpět."
		"LeaveMatchPrompt_Confirm"					"Odejít"
		"LeaveMatchPrompt_Cancel"					"Zůstat"

		"SafeToAbandon_Text"						"Tento zápas je možné bezpečně opustit."

		"ModIconTooltip_UnlockTier2"				"Odemkne se po zničení nepřátelského chodce."
		"ModIconTooltip_UnlockGuardians"			"Odemkne se po zničení dvojice strážců nepřátelské základny."	
		"ModIconTooltip_UnlockGenerators"			"Odemkne se po zničení nepřátelské svatyně."	
		//"ModIconTooltip_UnlockTier3"				"Unlocked after your team destroys the enemy Patron's first form"
		"ModIconTooltip_UnlockAllTier1"				"Odemkne se po zničení všech nepřátelských strážců."
		"ModIconTooltip_UnlockAllTier2"				"Odemkne se po zničení všech nepřátelských chodců."

		"HeroesPageTitle"							"Hrdinové"
		"HeroesPageActionText"						"Vyber hrdinu, o kterém se chceš dozvědět více"
		"SoloBotMatchPageTitle"						"Zápas s boty – výběr hrdiny"
		"SoloBotMatchActionText"					"Vyber si hrdinu, za kterého chceš hrát proti botům"
		"HeroTestPageTitle"							"Zkoušení hrdiny"
		"HeroTestActionText"						"Vyber hrdinu, kterého si chceš vyzkoušet"

		"MyRosterTitle"								"MOJE SOUPISKA"
		//"MyRoster_SelectHeroes"						"<span class=\"highlight\">Select Heroes</span> to add or remove them from your Roster."
		//"MyRoster_PreferHeroes"						"<span class=\"highlight\">Star a hero</span> to prefer them for the next match."
		"ConfirmRoster_BadRoster"					"Aby ses mohl připojit do zápasu, musíš mít na soupisce nejméně 3 hrdiny."
		"SelectHeroFromRoster"						"Vyber ze soupisky hrdinu, za kterého chceš hrát"
		"MyRosterAddHeroes"							"Přidat hrdiny"
		"MyRosterConfirm"							"Potvrdit"
		"MyRosterConfirmAndReadyUp"					"Potvrdit a připravit se"
		"MyRosterSaveAndClose"						"Uložit a zavřít"
		"MyRosterSaveAndBack"						"Uložit a zpět"
		"MyRosterCancelForEveryone"					"Zrušit pro všechny ve skupině"
		"MyRosterRosterEmpty"						"PRÁZDNÁ SOUPISKA"
		"MyRosterRosterDesc"						"Abys mohl zahájit vyhledávání zápasu, musíš mít na soupisce nejméně 3 hrdiny."
		"MyRosterNoHeroDesc"						"Jeden z těchto hrdinů ti bude náhodně přiřazen na začátku zápasu."
		"MyRosterNumHeroesInRoster"					"HRDINOVÉ NA SOUPISCE: {i:num_heroes_in_roster}"
		"MyRosterNumHeroesInRosterSingular"			"HRDINOVÉ NA SOUPISCE: {i:num_heroes_in_roster}"
		"MyRosterGreatForNewPlayers"				"Ideální pro nováčky"
		"MyRosterAssignedTesting"					"Přiřazené testování"
		"MyRosterAssignedOpenTesting"				"Otevřené testování"
		"MyRosterChangeHero"						"Změnit hrdinu"
		"MyRosterLetsGo"							"Zahájit vyhledávání"
		"MyRosterReadyUp"							"Připravit se!"
		"MyRosterCreateParty"						"Vytvořit skupinu!"
		"MyRosterWaitForParty"						"Čeká se na členy skupiny..."
		"MyRosterExit"								"Opuštění soupisky"
		"MyRosterExitRosterConfirm"					"Opravdu chceš opustit soupisku? Soupisku tím opustí celá tvoje skupina."
		"MyRosterPartyHighSkillRange"				"Dovednosti členů tvé skupiny jsou velmi různorodé, důsledkem čehož bude OBTÍŽNĚJŠÍ ZÁPAS."

		"MyRosterPartyReadyCount"					"Připravení: {d:party_ready_count}/{d:party_player_count}"
		"MyRosterPartyMemberRoster"					"Soupisky s tímto hrdinou:"


		//-----------------------------------------------------------------------------
		// SANDBOX - DEMO CONTROLS
		//-----------------------------------------------------------------------------

		"HeroTesting_LastHits"						"Smrtící rány: {i:lastHits}"
		"HeroTesting_OrbsSecured"					"Zajištěné orby: {i:orbsSecured}"
		"HeroTesting_OrbsDenied"					"Ukradené orby: {i:orbsDenied}"
		"HeroTesting_TestTools"						"Nástroje zkoušení"
		"HeroTesting_HoldAlt"						"Podrž Alt"
		"HeroTesting_LaneChallenge"					"Souboj na lince"
		"HeroTesting_HeroTools"						"Nástroje hrdiny"
		"HeroTesting_ChangeHero"					"Změnit hrdinu"
		"HeroTesting_ChangeTeam"					"Změnit tým"
		"HeroTesting_ResetHero"						"Resetovat hrdinu"
		"HeroTesting_LevelUp"						"+1 dar"
		"HeroTesting_MaxLevel"						"Max. darů"
		"HeroTesting_HalfHealth"					"50 % zdraví"
		"HeroTesting_FullHealth"					"100 % zdraví"
		"HeroTesting_KillHero"						"Zabít hrdinu"
		"HeroTesting_AllPerks"						"Vylepšit vše"
		"HeroTesting_SpawnCamp"						"Oživit neutrály"
		"HeroTesting_GameRules"						"Pravidla hry"
		"HeroTesting_NoDeath"						"Nesmrtelnost"
		"HeroTesting_NoCooldown"					"Okamžité obnovování"
		"HeroTesting_UnlockFlex"					"Flexibilní sloty"
		"HeroTesting_FastStamina"					"Rychlá výdrž"
		"HeroTesting_SpeedDown"						"Rychlost-"
		"HeroTesting_SpeedNormal"					"Rychlost="
		"HeroTesting_SpeedUp"						"Rychlost+"
		"HeroTesting_HeroControl"					"Ovládání hrdiny"
		"HeroTesting_TakeControl"					"Převzít kontrolu"
		"HeroTesting_RemoveBots"					"Odstranit boty"
		"HeroTesting_HeroToSpawn"					"Hrdina k vyvolání:"
		"HeroTesting_SpawnEnemy"					"Jako nepřítel"
		"HeroTesting_SpawnFriendly"					"Jako spojenec"
		"HeroTesting_MakeMimic"						"Vytvořit imitátora"
		"HeroTesting_MakePuppet"					"Vytvořit loutku"
		"HeroTesting_ClearFollow"					"Zrušit následování"

		//-----------------------------------------------------------------------------
		// TUTORIAL - LANE TRAINING
		//-----------------------------------------------------------------------------
		
		"LaneTraining_Intro_Title"					"Vítej v <b>tréninku na lince</b>"
		"LaneTraining_Intro_Desc"					"Cílem rané fáze zápasu je získat sílu pro zničení nepřátelských struktur.<br><br><span class=\"introHighlight\">Až tedy dokončíš úkoly uvedené napravo</span>, poskytneme ti <span class=\"introHighlight\">sílu tak nepředstavitelnou</span>, že budeš schopen pokořit strážce linky."
		"LaneTraining_Intro_Button"					"Zahájit"
		"LaneTraining_Intro_Targets"				"Tréninkové úkoly:"
		"LaneTraining_Outro_Title"					"Dokončil jsi <b>trénink na lince</b>"

		//"ReportCard_PlayerDamage"					"Player Damage"
		//"ReportCard_PlayerDamage_Desc"				"Damage you’ve dealt to enemy heroes"	
		//"ReportCard_PlayerDamage_Progress"			"<span class=\"yourscore\">{i:playerDamage}</span> / {i:playerDamageNextGoal}"

		"ReportCard_LastHits"						"Smrtící rány"
		//"ReportCard_LastHits_Tutorial"				"Get <span class=\"yourscore\">25</span> Killing Blows"
		//"ReportCard_LastHits_Desc"					"Achieve the last hit on <span class=\"highlight\">Troopers</span> and <span class=\"highlight\">Enemy Heroes</span>."
		"ReportCard_LastHits_Progress"				"<span class=\"yourscore\">{i:lastHits}</span>/{i:lastHitsNextGoal}"

		"ReportCard_OrbsSecured"					"Sestřel zelený orb"
		"ReportCard_OrbsSecuredDesc"				"Sestřel letící zelený orb a zajisti si jeho duše."
		//"ReportCard_OrbsSecured_Tutorial"			"Shoot <span class=\"yourscore\">25</span> Souls"
		//"ReportCard_OrbsSecured_Desc"				"Shoot <span class=\"yellowhighlight\">Blue Souls</span> from felled enemies and <span class=\"redhighlight\">Orange Souls</span> stolen from your opponents."
		//"ReportCard_OrbsSecured_Progress"			"<span class=\"yourscore\">{i:orbsSecured}</span> / {i:orbsSecuredNextGoal}"

		"ReportCard_OrbsDenied"						"Sestřel oranžový orb"
		"ReportCard_OrbsDeniedDesc"					"Sestřel letící oranžový orb a ukradni duše nepříteli."
		//"ReportCard_OrbsDenied_Desc"				"Souls you've denied"
		//"ReportCard_OrbsDenied_Progress"			"<span class=\"yourscore\">{i:orbsDenied}</span> / {i:orbsDeniedNextGoal}"

		"ReportCard_ModsPurchased"					"Zakup si předmět"
		"ReportCard_ModsPurchased_Desc"				"Zakup si v obchodu libovolný předmět."
		"ReportCard_ModsPurchased_Progress"			"<span class=\"yourscore\">{i:modsPurchased}</span>/{i:modsPurchasedNextGoal}"

		"ReportCard_AbilitiesUpgraded"				"Vylepši schopnost"
		"ReportCard_AbilitiesUpgraded_Desc"			"Podrž [{s:key_extra_info}] a vylepši jednu ze svých schopností."
		"ReportCard_AbilitiesUpgraded_Progress"		"<span class=\"yourscore\">{i:abilitiesUpgraded}</span>/{i:abilitiesUpgradedNextGoal}"

		"ReportCard_SoulsCollected_Desc"			"Sesbírej 1 000 duší za zabíjení nepřátelských pěšáků."

		//"ReportCard_GuardianDamage"					"Guardian Damage"
		//"ReportCard_GuardianDamage_Desc"			"Damage you’ve dealt to enemy objectives"
		//"ReportCard_GuardianDamage_Progress"		"<span class=\"yourscore\">{i:guardianDamage}</span> / {i:guardianDamageNextGoal}"
		//"ReportCard_DamageTaken"					"Damage Taken"
		//"ReportCard_DamageTaken_Desc"				"For incoming damage, less is more"
		//"ReportCard_DamageTaken_Progress"			"<span class=\"yourscore\">{i:damageTaken}</span> &lt; {i:damageTakenNextGoal}"
		//"ReportCard_NetWorth"						"Souls Earned"
		//"ReportCard_NetWorth_Desc"					"Souls gained by killing troopers and shooting orbs"
		"ReportCard_NetWorth_Progress"				"<span class=\"yourscore\">{i:netWorth}</span>/{i:netWorthNextGoal} duší"

		"ReportCard_PowerUp"						"Vylepši svého hrdinu"
		"ReportCard_PowerUp_Desc"					"Dojeď po dráze zpět na základnu a utrať všechny své duše a body schopností."

		"ReportCard_KillGuardian"					"Znič nepřátelského strážce"
		"ReportCard_KillGuardian_Desc"				"Zneškodni všechny, kdo se ti postaví do cesty!"

		//"NewPlayer_NewPlayerFlow"					"Learn to Play"				
		"NewPlayer_Skip"							"Přeskočit tutoriál"
		//"NewPlayer_NewPlayerFlow_Desc"				"To get started, check out the tasks within <span class=\"introText\">Learn</span>."	
		//"NewPlayer_GetStarted"						"Review <span class='TaskHighlight'>Get Started</span>"
		//"NewPlayer_GetStarted_Time"					"4 mins"
		//"NewPlayer_HeroSandbox"						"Try out your moves in <span class='TaskHighlight'>Hero Training</span>"
		//"NewPlayer_HeroSandbox_Time"				"5 mins"
		//"NewPlayer_LaneTraining"					"Learn the early game in <span class='TaskHighlight'>Lane Training</span>"
		//"NewPlayer_LaneTraining_Time"				"8 mins"
		//"NewPlayer_YouAreFinished"					"You're ready! Try a bot match within Practice or Play your first game!"
		//"NewPlayer_Finish"							"End Tutorial"				

		"HeroTraining_Intro_Title"					"Vítej v <b>tréninku s hrdinou</b>"
		"HeroTraining_Intro_Desc"					"Zde si vyzkoušíš pohyby a schopnosti svého hrdiny. Ovládnutí těchto základů je klíčem k dokončení rituálu."
		"HeroTraining_Outro_Title"					"Dokončil jsi <b>trénink s hrdinou</b>"
		"HeroTraining_Outro_Desc"					"Teď už znáš základy, tak se připrav na trénink na lince."
		"HeroTraining_Outro_Button"					"Dokončit"
		"HeroTraining_Continue_Button"				"Pokračovat v hraní"

		"NPE_Heroes_Modal_Title"					"Doporučení hrdinové"
		"NPE_Heroes_Modal_Desc"						"<span class=\"introText\">Zdá se, že hraješ poprvé!</span><br><br>Abychom ti usnadnili vstup do hry Deadlock, zvýraznili jsme několik hrdinů, kteří jsou ideální pro nové hráče."

		"NPE_Bots_Modal_Desc"						"<span class=\"introText\">Tvůj první zápas s boty!</span><br><br>Zápasy s boty jsou výborné pro seznámení se s hrdiny, ale neodráží spád a týmovou povahu zápasů se skutečnými hráči.<br><br>Až se tedy otrkáš, doporučujeme přejít do vyhledávání standardních zápasů."

		"Sandbox_Tutorial_Movement"					"Vyzkoušej si ovládání"
		"Sandbox_Tutorial_Movement_desc"			"Proveď všechny základní pohyby."


		"Sandbox_Tutorial_Controls_Move"			"<span class='keybind'>{s:key_forward}, {s:key_left}, {s:key_backwards}, {s:key_right}</span>"
		"Sandbox_Tutorial_Controls_Jump"			"<span class='keybind'>{s:in_mantle}</span>"
